﻿vt_symbol,symbol,exchange,tushare_ts_code,trade_date,tail_start,tail_end,start_datetime,end_datetime,reference_date,ma5,alphaagent_import_columns,note
688275.SSE,688275,SSE,688275.SH,2026-05-12,14:30,14:57,2026-05-12 14:30:00,2026-05-12 14:57:00,2026-05-11,152.922,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-05-12,14:30,14:57,2026-05-12 14:30:00,2026-05-12 14:57:00,2026-05-11,98.91,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688337.SSE,688337,SSE,688337.SH,2026-05-12,14:30,14:57,2026-05-12 14:30:00,2026-05-12 14:57:00,2026-05-11,61.44199999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-05-12,14:30,14:57,2026-05-12 14:30:00,2026-05-12 14:57:00,2026-05-11,184.52,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-05-12,14:30,14:57,2026-05-12 14:30:00,2026-05-12 14:57:00,2026-05-11,316.37399999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688802.SSE,688802,SSE,688802.SH,2026-05-12,14:30,14:57,2026-05-12 14:30:00,2026-05-12 14:57:00,2026-05-11,796.722,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
603083.SSE,603083,SSE,603083.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,188.07,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688025.SSE,688025,SSE,688025.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,369.33000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688295.SSE,688295,SSE,688295.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,60.20399999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688379.SSE,688379,SSE,688379.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,74.64200000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688485.SSE,688485,SSE,688485.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,60.772000000000006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688530.SSE,688530,SSE,688530.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,55.944,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688549.SSE,688549,SSE,688549.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,12.61,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688661.SSE,688661,SSE,688661.SH,2026-05-13,14:30,14:57,2026-05-13 14:30:00,2026-05-13 14:57:00,2026-05-12,125.01399999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
603083.SSE,603083,SSE,603083.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,190.554,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688166.SSE,688166,SSE,688166.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,66.304,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,170.606,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688275.SSE,688275,SSE,688275.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,152.686,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688295.SSE,688295,SSE,688295.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,60.46,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688313.SSE,688313,SSE,688313.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,177.01,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688379.SSE,688379,SSE,688379.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,77.204,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688530.SSE,688530,SSE,688530.SH,2026-05-14,14:30,14:57,2026-05-14 14:30:00,2026-05-14 14:57:00,2026-05-13,56.168000000000006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688141.SSE,688141,SSE,688141.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,104.21600000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688313.SSE,688313,SSE,688313.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,179.672,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688328.SSE,688328,SSE,688328.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,66.048,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688390.SSE,688390,SSE,688390.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,115.30999999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688456.SSE,688456,SSE,688456.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,82.13199999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688498.SSE,688498,SSE,688498.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,1654.6,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688502.SSE,688502,SSE,688502.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,554.542,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688668.SSE,688668,SSE,688668.SH,2026-05-15,14:30,14:57,2026-05-15 14:30:00,2026-05-15 14:57:00,2026-05-14,240.594,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,58.306,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,85.232,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688381.SSE,688381,SSE,688381.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,34.888,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688502.SSE,688502,SSE,688502.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,558.174,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688536.SSE,688536,SSE,688536.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,294.96799999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,409.424,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688783.SSE,688783,SSE,688783.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,34.37,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688800.SSE,688800,SSE,688800.SH,2026-05-18,14:30,14:57,2026-05-18 14:30:00,2026-05-18 14:57:00,2026-05-15,133.372,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300308.SZSE,300308,SZSE,300308.SZ,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,1048.012,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688220.SSE,688220,SSE,688220.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,109.474,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688234.SSE,688234,SSE,688234.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,150.856,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,177.366,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688449.SSE,688449,SSE,688449.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,67.56,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688530.SSE,688530,SSE,688530.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,55.141999999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688661.SSE,688661,SSE,688661.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,122.16199999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-05-19,14:30,14:57,2026-05-19 14:30:00,2026-05-19 14:57:00,2026-05-18,415.82399999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688090.SSE,688090,SSE,688090.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,87.982,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688141.SSE,688141,SSE,688141.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,101.114,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688300.SSE,688300,SSE,688300.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,124.44200000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,111.546,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688379.SSE,688379,SSE,688379.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,75.41,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,186.20999999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,420.808,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688800.SSE,688800,SSE,688800.SH,2026-05-20,14:30,14:57,2026-05-20 14:30:00,2026-05-20 14:57:00,2026-05-19,137.29000000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688234.SSE,688234,SSE,688234.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,156.3,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,181.92000000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688379.SSE,688379,SSE,688379.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,75.452,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,183.3,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688525.SSE,688525,SSE,688525.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,318.15600000000006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688530.SSE,688530,SSE,688530.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,55.432,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688603.SSE,688603,SSE,688603.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,147.114,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-05-21,14:30,14:57,2026-05-21 14:30:00,2026-05-21 14:57:00,2026-05-20,417.608,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688120.SSE,688120,SSE,688120.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,279.22200000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688200.SSE,688200,SSE,688200.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,433.58000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688368.SSE,688368,SSE,688368.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,196.076,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688515.SSE,688515,SSE,688515.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,219.91199999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,183.78,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688677.SSE,688677,SSE,688677.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,125.22200000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,300.07,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688807.SSE,688807,SSE,688807.SH,2026-05-22,14:30,14:57,2026-05-22 14:30:00,2026-05-22 14:57:00,2026-05-21,445.62,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300308.SZSE,300308,SZSE,300308.SZ,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,1028.664,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688052.SSE,688052,SSE,688052.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,234.462,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688126.SSE,688126,SSE,688126.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,27.784,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688146.SSE,688146,SSE,688146.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,132.44,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688200.SSE,688200,SSE,688200.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,441.16999999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688485.SSE,688485,SSE,688485.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,56.129999999999995,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688508.SSE,688508,SSE,688508.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,90.952,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-05-25,14:30,14:57,2026-05-25 14:30:00,2026-05-25 14:57:00,2026-05-22,304.116,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
301308.SZSE,301308,SZSE,301308.SZ,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,557.586,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688037.SSE,688037,SSE,688037.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,292.994,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688146.SSE,688146,SSE,688146.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,132.126,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688409.SSE,688409,SSE,688409.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,173.298,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688449.SSE,688449,SSE,688449.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,83.776,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688515.SSE,688515,SSE,688515.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,224.804,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,412.68,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688800.SSE,688800,SSE,688800.SH,2026-05-26,14:30,14:57,2026-05-26 14:30:00,2026-05-26 14:57:00,2026-05-25,137.06,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688008.SSE,688008,SSE,688008.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,269.534,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688017.SSE,688017,SSE,688017.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,337.62600000000003,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688052.SSE,688052,SSE,688052.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,247.62600000000003,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688141.SSE,688141,SSE,688141.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,99.19,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688143.SSE,688143,SSE,688143.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,141.84,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688234.SSE,688234,SSE,688234.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,152.552,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688390.SSE,688390,SSE,688390.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,140.612,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688531.SSE,688531,SSE,688531.SH,2026-05-27,14:30,14:57,2026-05-27 14:30:00,2026-05-27 14:57:00,2026-05-26,163.136,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688072.SSE,688072,SSE,688072.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,672.2360000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688120.SSE,688120,SSE,688120.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,285.616,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688141.SSE,688141,SSE,688141.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,98.366,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688359.SSE,688359,SSE,688359.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,137.028,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688525.SSE,688525,SSE,688525.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,311.748,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688585.SSE,688585,SSE,688585.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,195.124,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688603.SSE,688603,SSE,688603.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,168.286,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688807.SSE,688807,SSE,688807.SH,2026-05-28,14:30,14:57,2026-05-28 14:30:00,2026-05-28 14:57:00,2026-05-27,483.64799999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
000988.SZSE,000988,SZSE,000988.SZ,2026-05-29,14:30,14:57,2026-05-29 14:30:00,2026-05-29 14:57:00,2026-05-28,164.81599999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
002384.SZSE,002384,SZSE,002384.SZ,2026-05-29,14:30,14:57,2026-05-29 14:30:00,2026-05-29 14:57:00,2026-05-28,222.07200000000003,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
301308.SZSE,301308,SZSE,301308.SZ,2026-05-29,14:30,14:57,2026-05-29 14:30:00,2026-05-29 14:57:00,2026-05-28,550.71,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688082.SSE,688082,SSE,688082.SH,2026-05-29,14:30,14:57,2026-05-29 14:30:00,2026-05-29 14:57:00,2026-05-28,241.206,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
