代码,买入日,首板日,pre1%,pre2%,pre3%,pre3_exbase%,pd1%,pd2%,pd3%,p3阴阳,p3max%,p3min%
002378.SZSE,2025-08-26,2025-08-22,5.24,8.97,11.73,8.14,2.53,3.55,5.24,阳阳阳,5.24,2.53
002378.SZSE,2026-02-27,2026-02-25,-0.23,0.33,10.35,21.65,9.99,0.56,-0.23,阳阳阴,9.99,-0.23
002378.SZSE,2026-03-02,2026-02-25,-0.23,0.33,10.35,21.65,9.99,0.56,-0.23,阳阳阴,9.99,-0.23
002379.SZSE,2025-01-08,2024-12-20,1.49,-0.73,0.99,2.29,1.73,-2.19,1.49,阳阴阳,1.73,-2.19
002384.SZSE,2026-04-10,2026-04-08,-1.39,2.6,0.01,7.02,-2.52,4.05,-1.39,阴阳阴,4.05,-2.52
002387.SZSE,2024-11-07,2024-11-05,6.86,-3.77,-4.57,-9.38,-0.83,-9.95,6.86,阴阴阳,6.86,-9.95
002387.SZSE,2025-11-12,2025-11-10,1.68,1.32,0.12,-2.12,-1.18,-0.36,1.68,阴阴阳,1.68,-1.18
002388.SZSE,2024-09-05,2024-09-02,3.77,5.48,4.9,-4.87,-0.54,1.64,3.77,阴阳阳,3.77,-0.54
002388.SZSE,2026-07-28,2026-07-24,6.74,2.33,7.03,-5.12,4.59,-4.13,6.74,阳阴阳,6.74,-4.13
002393.SZSE,2025-07-17,2025-07-15,1.7,1.75,2.02,0.21,0.26,0.05,1.7,阳阳阳,1.7,0.05
002394.SZSE,2025-07-17,2025-07-15,3.64,2.8,4.38,0.71,1.54,-0.82,3.64,阳阴阳,3.64,-0.82
002395.SZSE,2023-06-02,2023-05-31,8.23,13.83,17.82,9.5,3.51,5.17,8.23,阳阳阳,8.23,3.51
002395.SZSE,2023-12-27,2023-12-25,-2.85,-3.88,5.75,13.25,10.02,-1.06,-2.85,阳阴阴,10.02,-2.85
002395.SZSE,2023-12-28,2023-12-25,-2.85,-3.88,5.75,13.25,10.02,-1.06,-2.85,阳阴阴,10.02,-2.85
002396.SZSE,2026-08-31,2026-08-27,-1.69,-5.49,-8.59,2.29,-3.29,-3.87,-1.69,阴阴阴,-1.69,-3.87
002397.SZSE,2025-01-03,2024-12-31,-0.37,2.69,2.69,-2.9,0.0,3.08,-0.37,阳阳阴,3.08,-0.37
002397.SZSE,2025-01-06,2024-12-31,-0.37,2.69,2.69,-2.9,0.0,3.08,-0.37,阳阳阴,3.08,-0.37
002398.SZSE,2025-01-27,2025-01-23,-1.18,-3.24,-2.34,-2.76,0.93,-2.08,-1.18,阳阴阴,0.93,-2.08
002400.SZSE,2023-07-17,2023-07-13,-2.1,-2.1,-1.27,-0.21,0.85,0.0,-2.1,阳阳阴,0.85,-2.1
002400.SZSE,2024-12-13,2024-12-11,5.75,0.66,3.49,1.88,2.82,-4.82,5.75,阳阴阳,5.75,-4.82
002400.SZSE,2026-01-13,2026-01-09,1.73,2.06,1.29,4.51,-0.75,0.32,1.73,阴阳阳,1.73,-0.75
002400.SZSE,2026-01-14,2026-01-09,1.73,2.06,1.29,4.51,-0.75,0.32,1.73,阴阳阳,1.73,-0.75
002401.SZSE,2025-07-15,2025-07-11,-0.31,-2.34,-1.87,-0.61,0.48,-2.04,-0.31,阳阴阴,0.48,-2.04
002402.SZSE,2024-11-14,2024-11-11,1.9,1.26,-0.08,0.56,-1.32,-0.63,1.9,阴阴阳,1.9,-1.32
002402.SZSE,2025-09-24,2025-09-22,3.78,14.17,16.95,16.83,2.44,10.01,3.78,阳阳阳,10.01,2.44
002403.SZSE,2024-01-09,2024-01-05,2.32,1.61,3.15,3.73,1.52,-0.69,2.32,阳阴阳,2.32,-0.69
002403.SZSE,2024-02-27,2024-02-22,3.16,5.43,12.7,18.04,6.9,2.21,3.16,阳阳阳,6.9,2.21
002403.SZSE,2024-08-22,2024-08-20,0.95,0.79,2.41,0.8,1.61,-0.16,0.95,阳阴阳,1.61,-0.16
002403.SZSE,2024-11-07,2024-11-04,-3.79,0.64,0.0,1.74,-0.63,4.6,-3.79,阴阳阴,4.6,-3.79
002403.SZSE,2024-11-21,2024-11-19,3.66,14.05,12.22,6.43,-1.61,10.02,3.66,阴阳阳,10.02,-1.61
002403.SZSE,2024-11-22,2024-11-19,3.66,14.05,12.22,6.43,-1.61,10.02,3.66,阴阳阳,10.02,-1.61
002403.SZSE,2024-12-03,2024-11-29,-8.64,-17.8,-26.04,-10.96,-10.02,-10.02,-8.64,阴阴阴,-8.64,-10.02
002403.SZSE,2024-12-10,2024-12-06,-9.97,-13.46,-5.43,15.52,9.28,-3.88,-9.97,阳阴阴,9.28,-9.97
002403.SZSE,2024-12-11,2024-12-06,-9.97,-13.46,-5.43,15.52,9.28,-3.88,-9.97,阳阴阴,9.28,-9.97
002406.SZSE,2023-09-27,2023-09-25,-2.6,-8.75,0.32,-1.66,9.94,-6.31,-2.6,阳阴阴,9.94,-6.31
002406.SZSE,2025-03-21,2025-03-19,5.01,8.93,9.22,0.13,0.27,3.73,5.01,阳阳阳,5.01,0.27
002407.SZSE,2026-07-01,2026-06-29,-5.21,-6.19,-0.69,2.65,5.86,-1.04,-5.21,阳阴阴,5.86,-5.21
002408.SZSE,2024-02-08,2024-02-06,-6.44,-10.91,-12.69,-10.85,-2.0,-4.77,-6.44,阴阴阴,-2.0,-6.44
002410.SZSE,2024-09-30,2024-09-26,1.0,5.84,8.32,5.57,2.35,4.8,1.0,阳阳阳,4.8,1.0
002410.SZSE,2024-10-08,2024-09-26,1.0,5.84,8.32,5.57,2.35,4.8,1.0,阳阳阳,4.8,1.0
002412.SZSE,2026-07-24,2026-07-22,-3.02,-5.13,-9.23,-7.64,-4.32,-2.18,-3.02,阴阴阴,-2.18,-4.32
002412.SZSE,2026-08-24,2026-08-19,1.86,4.51,4.22,2.88,-0.27,2.6,1.86,阴阳阳,2.6,-0.27
002413.SZSE,2025-11-26,2025-11-24,-1.7,-3.34,0.0,0.0,3.45,-1.67,-1.7,阳阴阴,3.45,-1.7
002413.SZSE,2025-12-02,2025-11-28,-9.73,-0.71,9.26,33.16,10.05,9.99,-9.73,阳阳阴,10.05,-9.73
002413.SZSE,2025-12-31,2025-12-29,0.21,5.36,9.4,2.95,3.83,5.14,0.21,阳阳阳,5.14,0.21
002414.SZSE,2024-03-12,2024-03-08,-2.05,-3.12,-2.97,-1.56,0.16,-1.09,-2.05,阳阴阴,0.16,-2.05
002416.SZSE,2024-10-31,2024-10-29,5.78,3.0,2.62,-3.44,-0.37,-2.63,5.78,阴阴阳,5.78,-2.63
002416.SZSE,2024-11-01,2024-10-29,5.78,3.0,2.62,-3.44,-0.37,-2.63,5.78,阴阴阳,5.78,-2.63
002418.SZSE,2024-03-04,2024-02-29,-5.04,-3.42,0.89,9.68,4.46,1.71,-5.04,阳阳阴,4.46,-5.04
002418.SZSE,2025-01-08,2025-01-06,-5.6,3.69,2.43,4.28,-1.21,9.84,-5.6,阴阳阴,9.84,-5.6
002418.SZSE,2026-08-27,2026-08-25,-0.27,3.37,3.08,-5.63,-0.28,3.65,-0.27,阴阳阴,3.65,-0.28
002418.SZSE,2026-08-28,2026-08-25,-0.27,3.37,3.08,-5.63,-0.28,3.65,-0.27,阴阳阴,3.65,-0.28
002421.SZSE,2026-05-20,2026-05-15,-3.63,-1.02,-3.63,0.33,-2.64,2.71,-3.63,阴阳阴,2.71,-3.63
002423.SZSE,2024-01-26,2024-01-24,2.09,-0.78,-2.46,-6.89,-1.69,-2.81,2.09,阴阴阳,2.09,-2.81
002423.SZSE,2024-09-26,2024-09-24,-0.4,-1.2,0.41,2.63,1.63,-0.8,-0.4,阳阴阴,1.63,-0.8
002423.SZSE,2024-09-27,2024-09-24,-0.4,-1.2,0.41,2.63,1.63,-0.8,-0.4,阳阴阴,1.63,-0.8
002423.SZSE,2024-10-31,2024-10-29,8.01,8.01,10.32,-3.73,2.14,0.0,8.01,阳阳阳,8.01,0.0
002425.SZSE,2026-08-06,2026-08-04,1.42,1.78,6.72,8.88,4.85,0.36,1.42,阳阳阳,4.85,0.36
002426.SZSE,2024-09-02,2024-08-29,-1.23,-2.42,-0.62,1.87,1.85,-1.21,-1.23,阳阴阴,1.85,-1.23
002426.SZSE,2024-11-08,2024-11-06,3.57,6.42,-0.43,-5.08,-6.44,2.75,3.57,阴阳阳,3.57,-6.44
002426.SZSE,2024-12-12,2024-12-10,0.91,10.96,12.46,11.45,1.35,9.97,0.91,阳阳阳,9.97,0.91
002427.SZSE,2025-03-25,2025-03-21,0.77,-0.25,3.41,3.44,3.67,-1.01,0.77,阳阴阳,3.67,-1.01
002427.SZSE,2025-04-21,2025-04-17,4.83,-3.89,-3.89,-7.0,0.0,-8.32,4.83,阳阴阳,4.83,-8.32
002427.SZSE,2025-04-22,2025-04-17,4.83,-3.89,-3.89,-7.0,0.0,-8.32,4.83,阳阴阳,4.83,-8.32
002427.SZSE,2025-05-15,2025-05-13,1.26,-6.25,-4.44,-2.75,1.93,-7.41,1.26,阳阴阳,1.93,-7.41
002428.SZSE,2023-07-06,2023-07-04,-2.14,-1.24,0.85,0.58,2.12,0.91,-2.14,阳阳阴,2.12,-2.14
002428.SZSE,2024-11-04,2024-10-31,4.76,0.92,10.01,2.25,9.01,-3.67,4.76,阳阴阳,9.01,-3.67
002428.SZSE,2024-11-05,2024-10-31,4.76,0.92,10.01,2.25,9.01,-3.67,4.76,阳阴阳,9.01,-3.67
002428.SZSE,2026-02-27,2026-02-25,4.71,4.23,4.53,-0.23,0.28,-0.45,4.71,阳阴阳,4.71,-0.45
002428.SZSE,2026-08-06,2026-08-04,2.09,10.6,2.05,-5.89,-7.73,8.33,2.09,阴阳阳,8.33,-7.73
002428.SZSE,2026-08-07,2026-08-04,2.09,10.6,2.05,-5.89,-7.73,8.33,2.09,阴阳阳,8.33,-7.73
002430.SZSE,2024-10-08,2024-09-27,8.5,8.86,16.74,7.78,7.23,0.33,8.5,阳阳阳,8.5,0.33
002432.SZSE,2026-07-16,2026-07-14,-5.85,-5.14,-7.13,-1.59,-2.1,0.75,-5.85,阴阳阴,0.75,-5.85
002437.SZSE,2026-08-11,2026-08-07,-2.74,-4.38,-1.39,2.46,3.12,-1.68,-2.74,阳阴阴,3.12,-2.74
002437.SZSE,2026-08-14,2026-08-12,2.33,12.5,23.59,17.47,9.86,9.94,2.33,阳阳阳,9.94,2.33
002439.SZSE,2024-10-08,2024-09-27,3.57,3.87,6.52,4.65,2.55,0.29,3.57,阳阳阳,3.57,0.29
002440.SZSE,2026-01-30,2026-01-28,-0.81,4.05,4.72,9.32,0.64,4.9,-0.81,阳阳阴,4.9,-0.81
002442.SZSE,2026-05-22,2026-05-20,3.4,-0.16,1.16,-4.38,1.33,-3.44,3.4,阳阴阳,3.4,-3.44
002442.SZSE,2026-05-25,2026-05-20,3.4,-0.16,1.16,-4.38,1.33,-3.44,3.4,阳阴阳,3.4,-3.44
002445.SZSE,2023-12-18,2023-12-14,-1.59,-2.37,4.66,2.87,7.2,-0.79,-1.59,阳阴阴,7.2,-1.59
002449.SZSE,2024-12-23,2024-12-19,1.86,-3.21,-4.58,-5.08,-1.42,-4.98,1.86,阴阴阳,1.86,-4.98
002449.SZSE,2024-12-24,2024-12-19,1.86,-3.21,-4.58,-5.08,-1.42,-4.98,1.86,阴阴阳,1.86,-4.98
002451.SZSE,2023-08-15,2023-08-11,-1.04,-4.43,-5.91,-2.73,-1.55,-3.43,-1.04,阴阴阴,-1.04,-3.43
002451.SZSE,2025-11-07,2025-11-04,1.43,2.16,1.14,-0.43,-1.0,0.72,1.43,阴阳阳,1.43,-1.0
002453.SZSE,2024-09-23,2024-09-19,-0.9,-5.73,-4.91,-4.32,0.87,-4.87,-0.9,阳阴阴,0.87,-4.87
002453.SZSE,2024-11-04,2024-10-30,-2.37,0.94,5.52,6.0,4.54,3.4,-2.37,阳阳阴,4.54,-2.37
002453.SZSE,2025-09-23,2025-09-19,-3.04,1.34,3.07,5.58,1.7,4.52,-3.04,阳阳阴,4.52,-3.04
002455.SZSE,2024-04-15,2024-04-11,-3.33,6.42,2.11,5.08,-4.05,10.09,-3.33,阴阳阴,10.09,-4.05
002455.SZSE,2026-01-30,2026-01-28,-1.77,-2.83,-0.69,2.51,2.2,-1.08,-1.77,阳阴阴,2.2,-1.77
002455.SZSE,2026-02-02,2026-01-28,-1.77,-2.83,-0.69,2.51,2.2,-1.08,-1.77,阳阴阴,2.2,-1.77
002455.SZSE,2026-02-11,2026-02-06,-6.03,-1.75,8.11,12.41,10.03,4.56,-6.03,阳阳阴,10.03,-6.03
002456.SZSE,2024-10-21,2024-10-17,-1.92,-2.81,4.53,1.64,7.54,-0.9,-1.92,阳阴阴,7.54,-1.92
002456.SZSE,2024-10-22,2024-10-17,-1.92,-2.81,4.53,1.64,7.54,-0.9,-1.92,阳阴阴,7.54,-1.92
002456.SZSE,2024-10-31,2024-10-29,0.76,4.66,6.43,-1.79,1.69,3.87,0.76,阳阳阳,3.87,0.76
002457.SZSE,2023-10-27,2023-10-25,5.05,5.81,11.05,6.39,4.96,0.73,5.05,阳阳阳,5.05,0.73
002457.SZSE,2023-10-30,2023-10-25,5.05,5.81,11.05,6.39,4.96,0.73,5.05,阳阳阳,5.05,0.73
002457.SZSE,2024-10-10,2024-10-08,9.4,13.98,16.34,7.39,2.07,4.18,9.4,阳阳阳,9.4,2.07
002457.SZSE,2024-10-16,2024-10-14,5.96,1.65,11.82,16.04,10.01,-4.07,5.96,阳阴阳,10.01,-4.07
002459.SZSE,2024-10-08,2024-09-27,6.87,5.96,12.9,5.86,6.55,-0.85,6.87,阳阴阳,6.87,-0.85
002459.SZSE,2024-10-23,2024-10-21,2.47,4.42,-1.37,-2.19,-5.54,1.9,2.47,阴阳阳,2.47,-5.54
002462.SZSE,2026-01-07,2026-01-05,-2.05,-2.18,-4.96,-3.23,-2.85,-0.14,-2.05,阴阴阴,-0.14,-2.85
002465.SZSE,2026-01-07,2026-01-05,4.17,2.61,12.9,10.45,10.04,-1.5,4.17,阳阴阳,10.04,-1.5
002465.SZSE,2026-01-14,2026-01-12,-1.53,2.83,4.93,17.2,2.05,4.42,-1.53,阳阳阴,4.42,-1.53
002466.SZSE,2024-10-08,2024-09-27,3.56,6.09,16.69,12.63,9.99,2.44,3.56,阳阳阳,9.99,2.44
002467.SZSE,2024-11-22,2024-11-20,-2.15,-4.8,4.83,3.1,10.11,-2.71,-2.15,阳阴阴,10.11,-2.71
002469.SZSE,2024-11-15,2024-11-13,2.04,4.9,4.17,6.14,-0.69,2.8,2.04,阴阳阳,2.8,-0.69
002469.SZSE,2024-11-22,2024-11-20,3.87,14.27,25.76,33.18,10.06,10.01,3.87,阳阳阳,10.06,3.87
002470.SZSE,2026-02-27,2026-02-24,-3.64,-6.61,2.91,7.84,10.19,-3.08,-3.64,阳阴阴,10.19,-3.64
002471.SZSE,2025-05-08,2025-04-30,-0.74,-5.26,-5.26,-7.8,0.0,-4.56,-0.74,阳阴阴,0.0,-4.56
002471.SZSE,2025-05-26,2025-05-22,-5.58,-10.57,-1.52,14.76,10.13,-5.29,-5.58,阳阴阴,10.13,-5.58
002471.SZSE,2025-05-27,2025-05-22,-5.58,-10.57,-1.52,14.76,10.13,-5.29,-5.58,阳阴阴,10.13,-5.58
002471.SZSE,2025-12-16,2025-12-11,2.09,-0.23,2.57,3.61,2.8,-2.27,2.09,阳阴阳,2.8,-2.27
002471.SZSE,2025-12-30,2025-12-26,3.64,14.03,3.83,-4.02,-8.94,10.02,3.64,阴阳阳,10.02,-8.94
002474.SZSE,2024-03-14,2024-03-12,2.32,3.92,2.32,0.58,-1.54,1.57,2.32,阴阳阳,2.32,-1.54
002474.SZSE,2025-11-19,2025-11-17,-0.64,2.52,0.78,-0.89,-1.69,3.18,-0.64,阴阳阴,3.18,-1.69
002474.SZSE,2025-11-20,2025-11-17,-0.64,2.52,0.78,-0.89,-1.69,3.18,-0.64,阴阳阴,3.18,-1.69
002481.SZSE,2024-12-11,2024-12-09,2.09,2.09,1.32,-2.23,-0.75,0.0,2.09,阴阳阳,2.09,-0.75
002490.SZSE,2025-06-17,2025-06-13,-1.0,-1.0,-3.42,-2.21,-2.44,0.0,-1.0,阴阳阴,0.0,-2.44
002490.SZSE,2025-06-18,2025-06-13,-1.0,-1.0,-3.42,-2.21,-2.44,0.0,-1.0,阴阳阴,0.0,-2.44
002490.SZSE,2025-10-23,2025-10-21,3.83,14.29,9.83,8.13,-3.9,10.06,3.83,阴阳阳,10.06,-3.9
002490.SZSE,2026-03-04,2026-03-02,1.03,0.11,3.9,13.12,3.78,-0.91,1.03,阳阴阳,3.78,-0.91
002490.SZSE,2026-03-05,2026-03-02,1.03,0.11,3.9,13.12,3.78,-0.91,1.03,阳阴阳,3.78,-0.91
002491.SZSE,2026-02-03,2026-01-30,5.93,11.56,12.97,9.59,1.27,5.31,5.93,阳阳阳,5.93,1.27
002491.SZSE,2026-05-11,2026-05-07,8.04,3.02,3.08,-6.06,0.06,-4.65,8.04,阳阴阳,8.04,-4.65
002491.SZSE,2026-05-12,2026-05-07,8.04,3.02,3.08,-6.06,0.06,-4.65,8.04,阳阴阳,8.04,-4.65
002491.SZSE,2026-06-22,2026-06-17,8.16,14.83,8.48,-0.66,-5.53,6.16,8.16,阴阳阳,8.16,-5.53
002497.SZSE,2025-07-23,2025-07-21,2.47,4.71,4.16,-0.26,-0.52,2.18,2.47,阴阳阳,2.47,-0.52
002498.SZSE,2026-01-21,2026-01-16,-0.5,-1.25,-1.49,-0.75,-0.25,-0.75,-0.5,阴阴阴,-0.25,-0.75
002498.SZSE,2026-02-24,2026-02-12,-2.27,-5.09,-4.61,0.88,0.51,-2.89,-2.27,阳阴阴,0.51,-2.89
002498.SZSE,2026-02-25,2026-02-12,-2.27,-5.09,-4.61,0.88,0.51,-2.89,-2.27,阳阴阴,0.51,-2.89
002498.SZSE,2026-03-06,2026-03-04,-7.51,-10.53,-11.81,-2.56,-1.43,-3.27,-7.51,阴阴阴,-1.43,-7.51
002500.SZSE,2024-10-08,2024-09-27,4.21,5.62,11.0,5.66,5.09,1.36,4.21,阳阳阳,5.09,1.36
002506.SZSE,2024-11-04,2024-10-31,-0.81,-4.3,-2.0,8.81,2.4,-3.52,-0.81,阳阴阴,2.4,-3.52
002506.SZSE,2026-01-27,2026-01-23,3.26,2.15,-2.4,-4.83,-4.45,-1.08,3.26,阴阴阳,3.26,-4.45
002506.SZSE,2026-02-06,2026-02-04,4.24,4.56,-3.37,-5.98,-7.58,0.3,4.24,阴阳阳,4.24,-7.58
002506.SZSE,2026-02-09,2026-02-04,4.24,4.56,-3.37,-5.98,-7.58,0.3,4.24,阴阳阳,4.24,-7.58
002510.SZSE,2023-12-08,2023-12-06,0.83,-0.21,-2.02,1.47,-1.81,-1.03,0.83,阴阴阳,0.83,-1.81
002510.SZSE,2024-11-11,2024-11-06,4.33,10.0,10.0,5.43,0.0,5.43,4.33,阳阳阳,5.43,0.0
002513.SZSE,2024-11-04,2024-10-31,-3.29,-9.79,-0.84,12.76,9.92,-6.72,-3.29,阳阴阴,9.92,-6.72
002513.SZSE,2024-11-05,2024-10-31,-3.29,-9.79,-0.84,12.76,9.92,-6.72,-3.29,阳阴阴,9.92,-6.72
002513.SZSE,2025-09-25,2025-09-22,1.14,-0.74,-1.11,-0.75,-0.37,-1.86,1.14,阴阴阳,1.14,-1.86
002519.SZSE,2025-12-02,2025-11-28,-0.64,-3.11,-2.51,1.08,0.63,-2.49,-0.64,阳阴阴,0.63,-2.49
002519.SZSE,2026-01-08,2026-01-05,1.41,2.86,3.68,4.58,0.8,1.43,1.41,阳阳阳,1.43,0.8
002520.SZSE,2024-09-05,2024-09-03,-0.54,1.64,4.51,6.27,2.82,2.19,-0.54,阳阳阴,2.82,-0.54
002520.SZSE,2024-09-06,2024-09-03,-0.54,1.64,4.51,6.27,2.82,2.19,-0.54,阳阳阴,2.82,-0.54
002520.SZSE,2024-12-04,2024-11-29,0.0,0.98,-1.15,1.98,-2.12,0.98,0.0,阴阳阳,0.98,-2.12
002522.SZSE,2025-02-24,2025-02-19,-0.48,1.23,0.49,-0.96,-0.73,1.72,-0.48,阴阳阴,1.72,-0.73
002527.SZSE,2023-06-19,2023-06-15,2.23,2.23,7.55,6.74,5.21,0.0,2.23,阳阳阳,5.21,0.0
002527.SZSE,2023-06-26,2023-06-20,5.9,16.5,28.21,23.76,10.05,10.01,5.9,阳阳阳,10.05,5.9
002527.SZSE,2023-08-21,2023-08-17,-7.76,-8.72,-6.46,11.57,2.48,-1.05,-7.76,阳阴阴,2.48,-7.76
002529.SZSE,2024-10-24,2024-10-22,1.3,3.48,1.79,-1.12,-1.63,2.16,1.3,阴阳阳,2.16,-1.63
002529.SZSE,2024-10-25,2024-10-22,1.3,3.48,1.79,-1.12,-1.63,2.16,1.3,阴阳阳,2.16,-1.63
002530.SZSE,2024-12-09,2024-12-05,-5.53,-1.09,-0.77,9.99,0.33,4.7,-5.53,阳阳阴,4.7,-5.53
002530.SZSE,2025-02-05,2025-01-24,5.49,4.06,2.04,-4.15,-1.94,-1.35,5.49,阴阴阳,5.49,-1.94
002534.SZSE,2023-04-11,2023-04-07,1.2,-1.31,-1.85,-5.15,-0.55,-2.47,1.2,阴阴阳,1.2,-2.47
002534.SZSE,2025-07-23,2025-07-21,-0.17,-0.43,0.35,-1.11,0.78,-0.26,-0.17,阳阴阴,0.78,-0.26
002535.SZSE,2023-07-05,2023-06-30,4.68,15.15,21.02,14.87,5.1,10.0,4.68,阳阳阳,10.0,4.68
002535.SZSE,2023-07-14,2023-07-12,3.04,-5.57,-15.03,-23.16,-10.02,-8.35,3.04,阴阴阳,3.04,-10.02
002536.SZSE,2023-06-13,2023-06-09,-0.19,-3.75,-2.86,-1.31,0.92,-3.57,-0.19,阳阴阴,0.92,-3.57
002536.SZSE,2023-06-14,2023-06-09,-0.19,-3.75,-2.86,-1.31,0.92,-3.57,-0.19,阳阴阴,0.92,-3.57
002536.SZSE,2025-08-15,2025-08-13,-2.67,4.46,9.99,16.69,5.29,7.32,-2.67,阳阳阴,7.32,-2.67
002536.SZSE,2025-08-18,2025-08-13,-2.67,4.46,9.99,16.69,5.29,7.32,-2.67,阳阳阴,7.32,-2.67
002537.SZSE,2025-04-24,2025-04-21,-1.29,-6.28,-3.77,-4.91,2.67,-5.05,-1.29,阳阴阴,2.67,-5.05
002537.SZSE,2025-06-03,2025-05-29,1.62,2.84,4.72,-1.17,1.83,1.2,1.62,阳阳阳,1.83,1.2
002537.SZSE,2025-06-25,2025-06-23,-1.37,-8.89,-4.33,1.99,5.0,-7.62,-1.37,阳阴阴,5.0,-7.62
002543.SZSE,2025-01-20,2025-01-16,-0.4,3.03,0.0,-2.37,-2.94,3.45,-0.4,阴阳阴,3.45,-2.94
002544.SZSE,2024-03-13,2024-03-11,2.14,-0.43,-1.22,-3.23,-0.79,-2.51,2.14,阴阴阳,2.14,-2.51
002546.SZSE,2023-05-25,2023-05-23,0.36,-2.31,3.58,13.46,6.03,-2.66,0.36,阳阴阳,6.03,-2.66
002549.SZSE,2025-04-01,2025-03-27,2.12,3.12,0.0,-2.69,-3.03,0.99,2.12,阴阳阳,2.12,-3.03
002549.SZSE,2025-07-02,2025-06-30,-0.43,-3.01,-1.47,-1.36,1.58,-2.59,-0.43,阳阴阴,1.58,-2.59
002549.SZSE,2025-08-14,2025-08-12,0.24,-2.59,-2.05,1.73,0.55,-2.83,0.24,阳阴阳,0.55,-2.83
002549.SZSE,2025-09-23,2025-09-19,4.54,14.99,13.67,11.83,-1.14,9.99,4.54,阴阳阳,9.99,-1.14
002551.SZSE,2025-05-14,2025-05-12,-0.9,0.92,1.23,3.74,0.31,1.83,-0.9,阳阳阴,1.83,-0.9
002552.SZSE,2026-05-11,2026-05-07,3.53,1.92,3.96,2.56,2.0,-1.56,3.53,阳阴阳,3.53,-1.56
002552.SZSE,2026-05-12,2026-05-07,3.53,1.92,3.96,2.56,2.0,-1.56,3.53,阳阴阳,3.53,-1.56
002552.SZSE,2026-05-26,2026-05-22,-3.21,-6.87,2.43,16.4,9.99,-3.78,-3.21,阳阴阴,9.99,-3.78
002552.SZSE,2026-05-27,2026-05-22,-3.21,-6.87,2.43,16.4,9.99,-3.78,-3.21,阳阴阴,9.99,-3.78
002552.SZSE,2026-08-06,2026-08-04,-7.25,2.04,-7.67,-4.1,-9.51,10.01,-7.25,阴阳阴,10.01,-9.51
002552.SZSE,2026-08-07,2026-08-04,-7.25,2.04,-7.67,-4.1,-9.51,10.01,-7.25,阴阳阴,10.01,-9.51
002553.SZSE,2023-06-27,2023-06-20,-5.3,-4.53,5.06,17.66,10.04,0.82,-5.3,阳阳阴,10.04,-5.3
002553.SZSE,2024-02-28,2024-02-26,6.79,9.55,13.11,8.69,3.25,2.58,6.79,阳阳阳,6.79,2.58
002553.SZSE,2025-03-20,2025-03-18,5.35,6.44,2.04,-0.54,-4.14,1.03,5.35,阴阳阳,5.35,-4.14
002553.SZSE,2025-03-21,2025-03-18,5.35,6.44,2.04,-0.54,-4.14,1.03,5.35,阴阳阳,5.35,-4.14
002554.SZSE,2026-01-16,2026-01-08,-1.52,0.62,1.25,1.23,0.63,2.18,-1.52,阳阳阴,2.18,-1.52
002559.SZSE,2023-11-21,2023-11-16,1.27,1.86,2.46,2.13,0.59,0.58,1.27,阳阳阳,1.27,0.58
002560.SZSE,2025-05-19,2025-05-15,-1.18,-0.92,1.21,2.98,2.16,0.26,-1.18,阳阳阴,2.16,-1.18
002560.SZSE,2026-04-02,2026-03-31,1.24,2.72,0.2,1.04,-2.45,1.47,1.24,阴阳阳,1.47,-2.45
002560.SZSE,2026-04-03,2026-03-31,1.24,2.72,0.2,1.04,-2.45,1.47,1.24,阴阳阳,1.47,-2.45
002562.SZSE,2024-10-28,2024-10-24,-1.45,0.99,0.99,3.24,0.0,2.48,-1.45,阳阳阴,2.48,-1.45
002565.SZSE,2025-12-02,2025-11-28,-1.35,-2.41,0.69,7.09,3.17,-1.07,-1.35,阳阴阴,3.17,-1.35
002565.SZSE,2025-12-03,2025-11-28,-1.35,-2.41,0.69,7.09,3.17,-1.07,-1.35,阳阴阴,3.17,-1.35
002565.SZSE,2025-12-09,2025-12-05,1.31,11.43,22.54,33.0,9.97,9.99,1.31,阳阳阳,9.99,1.31
002570.SZSE,2024-10-08,2024-09-27,1.78,6.32,13.49,10.63,6.75,4.46,1.78,阳阳阳,6.75,1.78
002570.SZSE,2024-10-30,2024-10-28,-2.11,7.75,11.5,25.29,3.48,10.08,-2.11,阳阳阴,10.08,-2.11
002570.SZSE,2024-10-31,2024-10-28,-2.11,7.75,11.5,25.29,3.48,10.08,-2.11,阳阳阴,10.08,-2.11
002570.SZSE,2025-04-10,2025-04-08,-3.27,0.85,-0.42,3.16,-1.26,4.26,-3.27,阴阳阴,4.26,-3.27
002570.SZSE,2025-04-11,2025-04-08,-3.27,0.85,-0.42,3.16,-1.26,4.26,-3.27,阴阳阴,4.26,-3.27
002574.SZSE,2025-03-13,2025-03-11,1.03,0.0,0.41,-1.22,0.41,-1.02,1.03,阳阴阳,1.03,-1.02
002574.SZSE,2026-01-14,2026-01-12,1.23,2.67,-1.54,0.88,-4.1,1.42,1.23,阴阳阳,1.42,-4.1
002575.SZSE,2025-03-04,2025-02-27,4.92,4.11,14.53,8.23,10.01,-0.78,4.92,阳阴阳,10.01,-0.78
002577.SZSE,2024-12-27,2024-12-25,1.43,-5.05,-3.36,-2.48,1.77,-6.38,1.43,阳阴阳,1.77,-6.38
002577.SZSE,2024-12-30,2024-12-25,1.43,-5.05,-3.36,-2.48,1.77,-6.38,1.43,阳阴阳,1.77,-6.38
